 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Cash flow rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Operating profit per person, Working Capital to Total Assets, Cash/Total Assets, Current Liability to Assets, Operating Funds to Liability, Retained Earnings to Total Assets, Total expense/Assets, CFO to Assets, Current Liability to Current Assets, Net Income to Total Assets, Gross Profit to Sales, Equity to Liability,Bankrupt?
-0.37417040315290273,0.13590756741663498,-0.24988894087058042,0.35894251711903746,0.3604168010386446,-0.15340580997364694,-0.829388169244788,-0.2316835225283344,-0.23028525087787377,-0.23141036170898913,-0.2960649667296213,-0.2452881064958427,-0.45097125097356955,-0.1742455331211522,-0.17806437684137258,0.17806437684136947,-0.450171099026069,-0.16580806756175137,-0.24196170862182814,-1.0655503851747634,-0.8764535878817918,-1.1650518007198551,-0.28875258848147567,0.31672373581601704,-0.014060541272002092,-0.317120735139628,0.5077415736060091,0.15746379556180357,0.35876739651434675,-0.2200890714327463,0
-1.0016040046088632,-0.13576708887485284,-0.8870336549037053,0.9309718982915222,0.9330461576781237,-0.11391547267352224,-0.829388169244788,-0.5030404176022084,-0.5009632508147893,-0.5020348124280526,-0.7252948258407813,-0.2051189494428054,-0.4684571543017076,-0.35812692961632137,-0.34852613694690765,0.3485261369468971,-0.4683436987882843,-0.3635019233661841,-0.25163815989905847,-0.7622561500933566,-0.7436947318683866,-0.8487021864059211,-0.20689969494065105,-0.06953739239082579,1.0228901914099224,-0.17952668023932455,0.07150007858619307,-0.07124526749640428,0.9309199256939878,-0.1439178125350569,0
-0.2311701713229997,-0.10751957109530465,-0.16557374678980566,0.010787730066074582,0.012322913855233621,-0.1955550976655606,0.5065774304981274,-0.6368256774990676,-0.6344137996208692,-0.6354589602244006,-0.2846946393359356,-0.12879755104194845,-0.15079657717389983,-0.3036435528770071,0.5839669783672911,-0.5839669783672944,-0.1482714578151124,-0.3061780543968565,0.03589067805267992,-0.9165941089555716,-0.4731139232424648,0.09941312007309064,-0.22880678365866258,-0.17968300488126102,-0.007460710129822088,-0.08147613022568391,0.3893216311371914,-0.11158306184720816,0.01057749249961093,-0.4458431220941893,0
-0.5131537745381491,-0.38584070215843863,-0.4854499470137835,-0.43525898977674654,-0.43461770750997547,-0.013663194939010064,-0.829388169244788,-0.5724572977373799,-0.5702064601009715,-0.5712643230771097,-0.4779902050283812,-0.0665353576097537,-0.4684571543017076,-0.4670936830949516,-0.12255215891226365,0.12255215891226057,-0.4686368052360624,-0.48255918968705674,-0.24991022217099187,-0.3762153519629003,-0.3585504899846163,-0.42768476916472764,-0.07045864604669436,-0.15528900488980654,-0.17315283317754449,0.1449102815807487,-0.0844516358443455,-0.3372830609972878,-0.4351840319547246,-0.24223627134938697,0
0.025105525046330478,0.26219058807812345,0.26382528285871715,-0.19265724329734793,-0.1917615071494855,0.6654524310503386,-0.829388169244788,-0.30236252775689076,-0.3007874276056409,-0.3018985907335018,-0.07150100070456265,0.021836787906986392,-0.21199723882237262,-0.16516497033127178,-0.43656066436983576,0.4365606643698337,-0.20865138605730252,-0.15576414180216339,-0.022859204701893288,-0.198716964719037,-0.7390137035526838,-1.2535210483375974,0.05872626174519937,0.21589971257258622,-0.6351614427126261,0.2767013635455488,-0.5172496065479304,0.29643849036995845,-0.19273159151572614,-0.09861880620561046,0
0.14239785003041514,0.1899101749363537,0.08389492023271597,0.8164808986372045,0.8184350736483437,0.27370040666148165,1.0365834553141753,-0.48915704157517437,-0.48711460895755326,-0.2653957578458041,-0.15109329246027187,0.1182427648343352,0.0444626766569688,-0.058468357550104544,-0.2616130684720417,0.26161306847204324,0.048109862195909896,-0.09378577065159549,0.11744933881784354,-0.37484305010064867,-0.8641727532275401,-0.7415048494093406,0.09033867540139318,-0.04662496980040221,0.9650422715505067,0.4157435092442733,-0.18460016445662927,0.18989931232656224,0.8163332853804944,-0.18445511222430874,0
-0.2681252874138638,0.024579114991387138,-0.21598901747727578,-0.08412488303025822,-0.08311531225138123,-0.30732949376443836,-0.6169477378102582,-0.20391677047426562,-0.20258796716340075,-0.20371855744936607,-0.25911140270018085,-0.31558413133870294,-0.4772001059657746,-0.24689003544022897,-0.9625249110112796,0.9625249110112712,-0.4759644664305,-0.24517957844235386,-0.21224117969894418,-1.0515304949400643,-0.5115460289570866,-1.0323144615341286,-0.33466015578785924,0.28500764742947043,-0.7921928764329441,-0.4430724538989137,0.4793677421591635,0.06597979385803204,-0.08399808095906808,0.30717572743810256,0
0.5071287784055861,0.4848474929286344,0.4437556454847021,0.6202714159582408,0.6220197958129182,0.15444155760793918,0.7387288297977225,-0.033529882869758276,-0.0326273625518672,-0.03379157676532109,0.12747972868471039,-0.01833236914605092,0.1814355860606996,0.14811444591981252,-0.6389840044951667,0.6389840044951661,0.18704231844248695,0.181074831842317,-0.0028151270562073874,0.03790564946124519,-0.7913465569595284,-0.9154687545682082,0.01811347480351345,0.5526156236781079,0.39910382954291596,0.1236440677186531,-0.4328365051424819,0.468191910760433,0.6204231323363014,0.024866422212624074,0
-0.018276567755993033,0.01793264021972575,0.08215646262280475,-0.5672002904936445,-0.5666973954253618,0.059408701012856,-0.14023432981456116,-0.4651766648012037,-0.46319422756777884,-0.4642732611649284,-0.26479656639700827,0.21063182605640646,-0.2498833627000195,-0.25143031683518424,0.5222867362238494,-0.5222867362238521,-0.24704833071617271,-0.24860921162853675,0.033125977687743155,-0.8051627567472203,-0.7992888361959699,-0.06482206051507523,-0.019649472460901048,0.010817780386745182,-0.3382094444302904,0.484627731933697,0.2781005853576868,-0.037102252909546315,-0.5670361128752295,-0.43241576552254374,0
-0.2930298221707708,-0.22715611698513175,-0.3237733892918771,1.67197126780147,1.674396664041813,-0.13311900328079823,2.3557582305794456,-0.4247886618134567,-0.4229072694376257,-0.4239942731509207,-0.3415462763043042,-0.2031104915901398,-0.22656882492915734,-0.29683313078458884,-0.6619739129304544,0.6619739129304474,-0.22389292134175495,-0.2983388928284255,-0.22675585661475825,-0.08555398523553329,-0.21970223861349344,-0.7139378338294613,-0.1621762985811895,-0.04572284412249954,2.140653526016021,-0.16410887810675623,-0.310270809095134,-0.12914628123889274,1.6719025745317746,0.04087376032268146,0
-0.3283781940837783,-0.19890859920558357,-0.3072580419977098,0.8403154561860635,0.8469813287784269,1.2216654611529971,1.0533742797918135,-0.04615113380343648,-0.045217036967547315,-0.046378760519705756,-0.2846946393359356,-0.0303831162619908,-0.2819408521349239,-0.24689003544022897,-0.31207872113486806,0.31207872113486657,-0.28104867865837163,-0.24395470944726305,-0.07193263617920734,-0.42289401588901737,-0.661952221241878,-1.553598443832516,-0.08534421642779765,0.19686711773180285,-0.20829782188059057,0.05783698075847123,-0.6667969918114487,-0.07739318576620348,0.8404426215806136,-0.1613946003878921,0
-0.010242846866676099,0.08938224401503574,-0.00911256189762924,-0.029645894347125733,-0.028579183047582564,0.18861399412454136,0.6774058186619768,-0.15595601692632421,-0.15474720438385195,-0.15588725918274,-0.1027694010371757,0.20460645249840656,-0.06045274331185761,-0.08116976452482148,-0.2307729474003077,0.23077294740030463,-0.05594292676516295,-0.06659367896103004,-0.08437378782137271,0.5625851074035215,0.11001589731850403,-0.44041315695682814,0.13232855970334254,0.12471666726215633,0.1586294014223928,0.5135984656435894,-0.4180417674467795,0.15501565579600204,-0.029818461306130317,-0.19792562514112733,0
0.1126730827399392,0.07692010381817276,0.25078685078437046,0.6487877615970443,0.650566050943008,0.18910639234525,-0.7892361976678152,-0.40964316069306694,-0.4077996601388336,-0.4088896526456831,-0.16814878355078589,0.34921541788945815,0.03280540777151958,-0.20829764358321337,0.6181714762832088,-0.6181714762832131,0.03814424297146999,-0.20206418981583774,-0.2036014910585535,-0.8464051744584408,-0.6163604436707979,-0.2591826829855058,0.02546565637370032,0.05832984337162902,1.0167852948727087,0.6477429076776112,0.2881880263598486,0.030156961501112696,0.6488579794704115,-0.4531839518113801,0
-0.17011389256415643,-0.1598605599221055,-0.21338133106241078,0.09208059599165705,0.0932749806420636,-0.18590409253981557,2.18273973487504,-0.1875091442604902,-0.1862213904230228,-0.1873552185686722,-0.2960649667296213,0.3351562129208527,0.003662235557986928,-0.3172643970618428,1.4811341368175177,-1.4811341368175215,0.0061956401637101675,-0.32014156094067575,-0.13241045666184545,-1.356387901611477,0.6016346223070078,1.1557492976570007,-0.19329289436444724,0.14977025962396084,-0.2257032846210784,0.1845932171110934,0.7695992790920264,-0.23944394173598438,0.09222642407231132,-0.5913457919225764,0
0.07893145500478649,0.0420261112669767,-0.016066392337286694,-0.29480534707815254,-0.2940167494065391,-0.166011204423582,1.3840805184167027,-0.5320692947496329,-0.5299195019708184,-0.5309853350631021,-0.20794492942864048,0.27088556163599237,0.16977831717525038,-0.18332609591103344,1.5086098810450603,-1.5086098810450637,0.17473184763581537,-0.1756070195223147,-0.08022673727398369,-1.1568801064036003,-0.7629520072632526,1.1229759853178733,-0.17558523315151817,-0.03322042612915708,-0.012437162608452915,0.2561127999405777,0.6051497055070324,-0.1070085936983826,-0.2949837945221365,-0.5946636048036511,0
-0.991963539541675,-0.8378009866311353,-0.9426642984209074,0.22529874800578584,0.2291892401420672,-0.03276824590213388,-0.829388169244788,-0.8791536954254879,-0.8761355484017267,-0.8771328883083855,-0.7594058080218085,-0.1729836238003169,-0.5442294020569651,-0.7145390191193473,0.6226573120754525,-0.6226573120754554,-0.5424996300760224,-0.7483557616174465,-0.30002041628517606,-1.0352771046857419,-0.7838300965134279,-0.9151852687497206,-0.23836338917247016,-0.42992953863113714,0.02559142568081942,-0.10292009404544927,0.4538408707583335,-0.8641705246130553,0.22526028808869322,-0.45410129612901784,0
0.23237552399080832,0.07608929447172819,0.24383302034471302,1.0982394182326252,1.1004891168740845,0.21293846622709092,0.8372836691230167,-0.3427505307446078,-0.34107438573576426,-0.34217757874747967,-0.13688038321817284,0.13029351195027508,-0.02548093665558198,-0.14246356335655486,-0.3917023064473245,0.3917023064473209,-0.020477046584073098,-0.13053184050373118,-0.15798393503737265,-1.138238583527524,-0.7044518499721566,-0.48919199767503024,0.18223340953491382,0.28607493667624934,0.8810147431136987,0.521340413848602,0.6476471653038948,0.12927158709214437,1.0983001400797427,-0.12224324787314828,0
0.6959212193046145,0.5247263415585858,0.6315090673553163,0.10570034316241395,0.10690901294298702,1.6701417605665407,0.7124475393109765,-0.24051839818191537,-0.23909802296885607,-0.2402213903370646,-0.011806781887780747,0.47775672045923556,0.08817743497728615,0.048228255231062694,-1.4296125628794274,1.4296125628794198,0.09354136160143965,0.07377630787410758,0.07701559598085911,0.4212883000337119,-0.12782611724780185,-1.040036350537996,2.3880728623878213,0.32718211931415386,-0.29397735319892404,1.618439072133417,-0.5872773666462989,0.5558296798770552,0.10549461997033488,1.145050041795734,0
-0.0712991256255038,0.08107415055047,-0.04909708692563571,-0.3497099528603423,-0.3332145922717374,0.3790736258912674,0.5868813736520746,-0.3806142835456125,-0.37884340898277474,-0.3799391300106038,-0.2477410753064951,0.10016664416045218,-0.42765671320272175,-0.1787858145160782,-0.4376821233178976,0.4376821233178999,-0.4261363703083065,-0.16972764834598264,-0.23850583316566612,0.09008111208676269,-0.8338338177112201,-0.8194839901613458,0.1797529029212745,0.1155251282000216,-0.3032736683336304,0.4907160807669494,-0.41190605695014026,0.10761586604763898,-0.3495810686461627,-0.09790945511800628,0
-1.4675598161894547,-1.3470871160093596,-1.4581169797601152,-0.5216592608913834,-0.5211085999191063,-0.4217628402551051,-0.829388169244788,-1.0318708317228642,-1.0284706088313265,-1.0294378117363103,-1.5325880707916208,-0.5847174835941976,-0.37811332043966883,-1.347908273713873,1.9740153444911022,-1.9740153444911066,-0.37542895484277516,-1.4323226084649867,-0.20083679069364896,-1.8695136119653786,-0.8318574650488815,2.139997988471822,-0.45925869129280084,-1.0087123943142893,0.8805997810251333,-0.8483324261021404,1.112412057143195,-1.4215340829559893,-0.5218471453100261,-0.6444657057595348,1
-0.7083731921486525,-0.3443002348355964,-0.6358265302712743,-0.47015959190189427,-0.469554915281175,-0.4959180122925406,-0.829388169244788,-1.352450605438036,-1.3482483389893476,-1.349152279097427,-0.7906742083544215,-0.6128358935313518,-0.614173015369509,-0.5669798737837014,2.146159293018738,-2.1461592930187416,-0.6143107097815393,-0.589612739856273,-0.3318144704817393,-2.38441756220746,-0.8117878796482902,1.001543049037771,-0.4967222622761586,-2.592564621489677,-0.2498414598621864,-1.0279681059946657,3.0275291028704547,-0.5127461087481542,-0.4702592910776113,-0.6602030198508567,1
-0.4794121468029974,-0.21552478613472856,-0.3880963208586639,0.6449572077052798,0.6467314793583842,-0.24784778870386928,-0.829388169244788,-0.9574054512142396,-0.9541915297788904,-0.9551734275855175,-0.5348418419967498,-0.06452689975708811,-0.23822609381457077,-0.4330415726328913,1.763181062255305,-1.7631810622553084,-0.23591028570063446,-0.44581311983495264,-0.20083679069364896,-1.982725072677403,-0.7255369892470692,1.0697168251576834,-0.27124510042385314,-1.032869755400857,0.9636538223971732,-0.07599285545742653,1.658744516007024,-0.29104330767998815,0.6447668817848131,-0.62336323114159,0
0.01144819953448474,0.1840945095111521,0.10127949633185329,-0.4003583876516578,-0.39925443622946005,-0.17448045381960214,-0.2738308897888534,-0.40838103559968125,-0.4065406926972478,-0.40763093427022684,-0.1027694010371757,-0.12478063533667404,-0.20908292160103764,-0.15381426684389826,0.06809586225840802,-0.06809586225841163,-0.21216866343063204,-0.14645513743965027,-0.1455427833952378,-0.4859938016660918,-0.8450460314229199,-0.05260459416579576,-0.18766609227104056,0.10721964105758724,-0.11270625189578286,-0.06416029596430947,0.06275337377316141,0.1572537766417482,-0.4002485499669146,-0.30979005454777814,0
-0.3099006360383298,-0.21137073940244655,-0.21251210225745518,-0.2641609159439446,-0.2633401767294565,-0.09845416854354604,-0.5410240097374371,-0.14333476599267592,-0.1421575299682017,-0.1433000754283852,-0.31880562151696273,-0.13883984030522276,-0.5675439398278128,-0.3399658040365605,-0.9428993794201815,0.942899379420168,-0.5679998910326753,-0.3451288884401167,-0.29483660310094745,-0.24105675489758818,-0.10164192983496671,-0.550599960639598,-0.02804257822670982,0.09267577281455508,0.022602435956700143,-0.05610114263615786,-0.18857161903085592,-0.11993141320176426,-0.2641333494227876,0.286107431467749,0
-0.17814761345347152,-0.11748928325278826,-0.0812585527090147,-0.5220848779904406,-0.5215346634284812,-0.22184916265094481,-0.15264493921108035,-0.49799191722872543,-0.4959273810485057,-0.4969999389262871,-0.3045927122748629,-0.1448652138632195,-0.031309571098288705,-0.324074819154261,0.20267093602594746,-0.20267093602595004,-0.027804707778525225,-0.3267558535140484,-0.15003542148823948,0.20415958235025833,-0.8219906342047762,0.34403787035747896,-0.2152080394762479,-9.457581908559213e-05,0.42424948177156063,-0.1052378485405201,-0.1457923622396345,-0.11640379111907725,-0.5220546893079621,-0.3510254332257445,0
-0.4946762164927171,0.09021305336149552,-0.4637192268898862,0.37383911558702515,0.37532902386775185,-0.039563341347837774,-0.829388169244788,-0.3137216535971833,-0.31211813457973525,-0.3132270561124302,-0.4580921320894539,-0.2111443230007454,-0.46554283708035077,-0.20148722149079512,0.17519519179840493,-0.175195191798408,-0.4636539956238424,-0.1954498972424651,-0.24679993426044247,-1.0329210655347907,-0.8781676160429113,-1.2696904408184262,-0.27878046822443725,0.13696060677981178,0.03879552731987088,-0.26214166620290075,0.39113676488620447,0.08671533783788166,0.3738874511159333,-0.3428735383532729,0
-0.6963226108146625,-0.6442224089066189,-0.5923650900234454,0.8713855044193943,0.8631717421358428,-0.20491066385884263,-0.829388169244788,-0.7352714347816928,-0.7326132600631095,-0.7336389935085363,-0.5717954060261903,-0.21516123870602297,-0.42765671320272175,-0.6010319842457919,0.4841571319897112,-0.48415713198971405,-0.4273087960994153,-0.625133940713318,-0.22813820679724106,-1.0515498771540797,-0.6423755614655774,-0.47302060647650446,-0.2751020323150934,-0.2865795280409758,0.5621672132932416,-0.22179232772259352,0.5070872675312099,-0.5796128224035272,0.8711854194310614,-0.4237348324607512,0
-0.4328165656449451,-0.2637117282292474,-0.39418092249336756,-0.05348045189599128,-0.05456905712129802,-0.22677314485791084,3.1003947943705814,-0.6936213067005901,-0.6910673344914002,-0.6921012871191022,-0.4154534043631851,-0.22319507011668527,-0.2965124382417081,-0.38082833659103915,0.6310682541859358,-0.6310682541859397,-0.2945315752561416,-0.3877543294685835,-0.08575613800382498,-0.4990099977988131,-0.5888403360301585,-0.4749396522121388,-0.2942693868372888,-0.16404033452932323,-0.0846668672360107,-0.26167077512814013,-0.025784271482250747,-0.2483731532244404,-0.05343739644414556,-0.45585794936302076,0
-0.3974681937319376,-0.2919592460087956,-0.36897328714961536,-0.4173830716151154,-0.4167230401150008,0.007116009974547315,-0.829388169244788,-0.5535254213368621,-0.551321948477451,-0.5523835474455323,-0.4040830769695303,-0.18905128662153436,-0.4363996648667888,-0.4126103063556365,-0.33002206430387143,0.3300220643038601,-0.43405024439830026,-0.4240104517226699,-0.2271014441603709,0.11908594369012701,-0.4950542546745817,-1.0691181358371555,-0.1822208743005402,-0.10291052969281453,-0.2384408335969641,-0.1299010270817459,-0.5253397302214868,-0.2377015757851717,-0.4175352246449514,-0.15283301541470454,0
-0.3123107523051316,-0.16152217861502338,-0.15340454352041458,-0.5612416511064101,-0.5607325062936794,0.2511485681534559,-0.829388169244788,-0.4058567854129398,-0.40402275781410596,-0.4051134975193441,-0.4978882779673085,-0.1167468039260653,-0.51800054706476,-0.3944491807758748,-0.6137511781637552,0.6137511781637566,-0.5161200497760352,-0.40294270500746115,-0.28446897673249183,-0.22283833795212893,-0.7085597880359529,-1.1699093919646355,-0.04542262708902504,-0.014452349349082735,-0.5537186661951816,0.03249960135230801,-0.45769267137288855,-0.15841238835926794,-0.5614071560030294,0.007630167170269156,0
0.04358308309177991,0.19821826840091944,-0.07082780704953484,1.0263101284869778,1.028484383784745,0.1009671108399675,1.3526889770019757,-0.472749415361399,-0.4707480322171753,-0.3811978483860601,-0.2164726749739121,0.05798902925474929,0.16394968273254415,-0.013065543600669844,0.10566473701852258,-0.1056647370185249,0.168283505784705,-0.019068761952265777,0.20764768822336732,-0.6930549423789705,-0.8608211203005497,-0.5695569185696114,-0.04627876581280416,-0.07353457724146767,0.8915399614120557,0.2719244621720623,0.09000230020129128,0.19764484218598743,1.0264418517736003,-0.3217952733424057,0
-0.2641084269692062,0.06196553558194563,-0.19599675496327165,-0.208830693062632,-0.2079519205068423,-0.3272223818807306,-0.829388169244788,-0.16731514276664664,-0.1660779113579761,-0.16721572456169823,-0.24489849345808096,-0.31960104704397735,-0.4917716920725554,-0.23326919125539247,-0.818978165659243,0.8189781656592443,-0.4906197888193823,-0.22852136010939414,-0.25060139726221886,-1.1437623323336141,-0.49970652175923824,-0.8130155431501659,-0.34806769173842056,0.28821821781353035,-0.7320272713869618,-0.4557278732508441,0.6965446378022476,0.09090380229956556,-0.208850098610726,0.16555522852819807,0
0.09901575722809162,0.12593785525914966,0.08911029306246401,0.6040979661929566,0.6058293824555614,-0.0410405360099051,0.8708653180783001,-0.11051951356512424,-0.109424376487445,-0.11057339766699666,-0.09992681918876158,-0.07055227331502811,-0.06628137775456434,-0.094790608709658,-0.49207288229894264,0.49207288229894264,-0.06239126861627333,-0.07957729030878403,-0.09992522737405525,-0.22044418838855254,-0.5345382066521361,-0.5868893064548684,-0.07278297154218029,0.4184714256473459,0.4954418025550112,0.026239077171475386,-0.20962436023829678,0.144003236441746,0.6042480010519137,-0.06765191682746008,0
0.2942351748385794,0.26302139742458325,0.37074042586836103,-0.4488787369475624,-0.44825173981095795,-0.030207775154497088,0.0517650979080525,-0.3503232813048031,-0.3486281903851607,-0.3497298890000988,-0.01464936373619488,0.2066149103510753,0.10857765552677758,-0.04030723197034288,0.46004576460636576,-0.4600457646063686,0.11230017425918615,-0.022498395138480204,0.48031626171364844,-1.0593696685397402,-0.757986978021917,0.2844148237962545,-0.03289915353519512,0.14723322326216873,-0.4031180831079216,0.42635269521277397,0.5289533562014866,0.21067526044549648,-0.4490251008719084,-0.41800399254233467,0
0.06045389695935535,-0.07927205331575475,-0.010851019507538646,1.6400499853699657,1.6428679643458624,0.03488726962199885,1.9841699845307357,-0.4866327913884329,-0.4845966740744114,-0.4856714735473587,-0.17951911094447162,-0.02837465840932522,-0.1449679427311931,-0.2060275028857504,-0.4085241906682658,0.40852419066826884,-0.14211622241179458,-0.20108429461980404,-0.21258676724455683,-0.30818979768964994,-0.28214729414567014,-0.40676707532284706,0.035256559358937976,0.017498561089198488,2.051632357743409,0.2467054819260506,-0.11403591379445065,-0.004651494245257388,1.6401115524447705,-0.1134280670170419,0
